,Country,Continent/Region,Year,Code,Expenditure,Regime
816,Czechia,Central Europe,2002,CZE,3.972559929,Liberal Democracy
2831,Saudi Arabia,The Middle East,1996,SAU,4.943749905,Closed Autocracy
2832,Saudi Arabia,The Middle East,1997,SAU,4.377079964,Closed Autocracy
2833,Saudi Arabia,The Middle East,1998,SAU,8.281310081,Closed Autocracy
2834,Saudi Arabia,The Middle East,1999,SAU,7.072269917,Closed Autocracy
2835,Saudi Arabia,The Middle East,2000,SAU,5.90982008,Closed Autocracy
2836,Saudi Arabia,The Middle East,2001,SAU,7.718870163,Closed Autocracy
2837,Saudi Arabia,The Middle East,2002,SAU,7.636889935,Closed Autocracy
2838,Saudi Arabia,The Middle East,2003,SAU,7.105090141,Closed Autocracy
2839,Saudi Arabia,The Middle East,2004,SAU,6.277470112,Closed Autocracy
2840,Saudi Arabia,The Middle East,2005,SAU,5.430920124,Closed Autocracy
2841,Saudi Arabia,The Middle East,2006,SAU,5.891170025,Closed Autocracy
2842,Saudi Arabia,The Middle East,2008,SAU,5.13781023,Closed Autocracy
2916,Singapore,Southeast Asia,1971,SGP,3.109760046,Electoral Autocracy
2917,Singapore,Southeast Asia,1972,SGP,2.86826992,Electoral Autocracy
2918,Singapore,Southeast Asia,1973,SGP,2.488820076,Electoral Autocracy
2919,Singapore,Southeast Asia,1974,SGP,2.388520002,Electoral Autocracy
2920,Singapore,Southeast Asia,1975,SGP,2.43949008,Electoral Autocracy
2921,Singapore,Southeast Asia,1976,SGP,2.692389965,Electoral Autocracy
2922,Singapore,Southeast Asia,1977,SGP,2.450799942,Electoral Autocracy
2923,Singapore,Southeast Asia,1978,SGP,2.290999889,Electoral Autocracy
2924,Singapore,Southeast Asia,1979,SGP,2.249249935,Electoral Autocracy
2925,Singapore,Southeast Asia,1980,SGP,2.559669971,Electoral Autocracy
2926,Singapore,Southeast Asia,1981,SGP,2.583659887,Electoral Autocracy
2927,Singapore,Southeast Asia,1982,SGP,3.267760038,Electoral Autocracy
2928,Singapore,Southeast Asia,1983,SGP,3.947720051,Electoral Autocracy
2929,Singapore,Southeast Asia,1988,SGP,3.652070045,Electoral Autocracy
2930,Singapore,Southeast Asia,2000,SGP,3.32130003,Electoral Autocracy
1647,Jamaica,North America,1973,JAM,3.631439924,Electoral Democracy
1648,Jamaica,North America,1974,JAM,4.248970032,Electoral Democracy
1649,Jamaica,North America,1975,JAM,5.228789806,Electoral Democracy
1650,Jamaica,North America,1976,JAM,5.858329773,Electoral Democracy
1652,Jamaica,North America,1985,JAM,5.391900063,Electoral Democracy
1653,Jamaica,North America,1986,JAM,4.603980064,Electoral Democracy
1654,Jamaica,North America,1988,JAM,3.940860033,Electoral Democracy
1655,Jamaica,North America,1989,JAM,5.183979988,Electoral Democracy
1656,Jamaica,North America,1990,JAM,4.779160023,Electoral Democracy
1657,Jamaica,North America,1991,JAM,4.383069992,Electoral Democracy
1658,Jamaica,North America,1992,JAM,3.336659908,Electoral Democracy
1659,Jamaica,North America,1993,JAM,3.214030027,Electoral Democracy
1660,Jamaica,North America,1994,JAM,4.064189911,Electoral Democracy
1661,Jamaica,North America,1995,JAM,3.389080048,Electoral Democracy
1662,Jamaica,North America,1996,JAM,3.677730083,Electoral Democracy
1663,Jamaica,North America,1997,JAM,4.379539967,Electoral Democracy
1664,Jamaica,North America,2000,JAM,4.983469963,Electoral Democracy
1665,Jamaica,North America,2001,JAM,5.381030083,Electoral Democracy
1666,Jamaica,North America,2002,JAM,5.375229836,Electoral Democracy
1667,Jamaica,North America,2003,JAM,4.256849766,Electoral Democracy
1668,Jamaica,North America,2004,JAM,3.912549973,Electoral Democracy
1669,Jamaica,North America,2005,JAM,4.616419792,Electoral Democracy
1670,Jamaica,North America,2007,JAM,5.49022007,Electoral Democracy
1671,Jamaica,North America,2008,JAM,6.191319942,Electoral Democracy
1672,Jamaica,North America,2009,JAM,6.198480129,Electoral Democracy
1673,Jamaica,North America,2010,JAM,6.370600224,Electoral Democracy
1674,Jamaica,North America,2011,JAM,6.266640186,Electoral Democracy
1675,Jamaica,North America,2012,JAM,6.112460136,Electoral Democracy
1676,Jamaica,North America,2013,JAM,6.251080036,Electoral Democracy
1677,Jamaica,North America,2014,JAM,6.016540051,Electoral Democracy
1678,Jamaica,North America,2015,JAM,5.455770016,Electoral Democracy
1679,Jamaica,North America,2016,JAM,5.315080166,Electoral Democracy
1680,Jamaica,North America,2017,JAM,5.260620117,Electoral Democracy
1681,Jamaica,North America,2018,JAM,5.41478014,Electoral Democracy
1682,Jamaica,North America,2019,JAM,5.16918993,Electoral Democracy
817,Czechia,Central Europe,2003,CZE,4.136429787,Liberal Democracy
818,Czechia,Central Europe,2004,CZE,4.014239788,Liberal Democracy
819,Czechia,Central Europe,2005,CZE,3.890379906,Liberal Democracy
820,Czechia,Central Europe,2006,CZE,4.217100143,Liberal Democracy
821,Czechia,Central Europe,2007,CZE,3.866630077,Liberal Democracy
822,Czechia,Central Europe,2008,CZE,3.74454999,Liberal Democracy
823,Czechia,Central Europe,2009,CZE,4.171279907,Liberal Democracy
824,Czechia,Central Europe,2010,CZE,4.064459801,Liberal Democracy
825,Czechia,Central Europe,2011,CZE,4.272140026,Liberal Democracy
826,Czechia,Central Europe,2012,CZE,4.250860214,Liberal Democracy
827,Czechia,Central Europe,2013,CZE,4.090889931,Liberal Democracy
828,Czechia,Central Europe,2014,CZE,3.994620085,Liberal Democracy
829,Czechia,Central Europe,2015,CZE,5.788849831,Liberal Democracy
830,Czechia,Central Europe,2016,CZE,5.587379932,Liberal Democracy
2931,Singapore,Southeast Asia,2001,SGP,3.542490005,Electoral Autocracy
2932,Singapore,Southeast Asia,2002,SGP,3.878530025,Electoral Autocracy
2933,Singapore,Southeast Asia,2003,SGP,3.981940031,Electoral Autocracy
2934,Singapore,Southeast Asia,2004,SGP,3.652760029,Electoral Autocracy
831,Czechia,Central Europe,2017,CZE,3.854020119,Liberal Democracy
847,Denmark,North Europe,1970,DNK,5.955530167,Liberal Democracy
2935,Singapore,Southeast Asia,2005,SGP,3.195960045,Electoral Autocracy
2936,Singapore,Southeast Asia,2006,SGP,2.859119892,Electoral Autocracy
2937,Singapore,Southeast Asia,2007,SGP,2.946749926,Electoral Autocracy
2938,Singapore,Southeast Asia,2008,SGP,2.764600039,Electoral Autocracy
848,Denmark,North Europe,1971,DNK,6.393559933,Liberal Democracy
849,Denmark,North Europe,1972,DNK,6.481309891,Liberal Democracy
850,Denmark,North Europe,1973,DNK,6.266109943,Liberal Democracy
851,Denmark,North Europe,1974,DNK,6.581510067,Liberal Democracy
852,Denmark,North Europe,1975,DNK,6.713129997,Liberal Democracy
853,Denmark,North Europe,1977,DNK,5.672120094,Liberal Democracy
854,Denmark,North Europe,1978,DNK,5.753469944,Liberal Democracy
855,Denmark,North Europe,1979,DNK,5.586490154,Liberal Democracy
856,Denmark,North Europe,1980,DNK,5.910930157,Liberal Democracy
857,Denmark,North Europe,1986,DNK,5.83825016,Liberal Democracy
858,Denmark,North Europe,1987,DNK,6.078080177,Liberal Democracy
859,Denmark,North Europe,1988,DNK,6.335330009,Liberal Democracy
860,Denmark,North Europe,1989,DNK,5.838140011,Liberal Democracy
861,Denmark,North Europe,1991,DNK,5.596759796,Liberal Democracy
862,Denmark,North Europe,1993,DNK,7.772819996,Liberal Democracy
863,Denmark,North Europe,1994,DNK,7.471059799,Liberal Democracy
864,Denmark,North Europe,1995,DNK,7.471039772,Liberal Democracy
865,Denmark,North Europe,1996,DNK,7.884940147,Liberal Democracy
866,Denmark,North Europe,1998,DNK,8.106749535,Liberal Democracy
867,Denmark,North Europe,1999,DNK,7.931159973,Liberal Democracy
868,Denmark,North Europe,2000,DNK,8.084340096,Liberal Democracy
869,Denmark,North Europe,2001,DNK,8.215450287,Liberal Democracy
870,Denmark,North Europe,2002,DNK,8.213029861,Liberal Democracy
871,Denmark,North Europe,2003,DNK,8.121930122,Liberal Democracy
872,Denmark,North Europe,2004,DNK,8.207630157,Liberal Democracy
873,Denmark,North Europe,2005,DNK,8.085570335,Liberal Democracy
874,Denmark,North Europe,2006,DNK,7.729909897,Liberal Democracy
875,Denmark,North Europe,2007,DNK,7.615600109,Liberal Democracy
876,Denmark,North Europe,2008,DNK,7.4760499,Liberal Democracy
877,Denmark,North Europe,2009,DNK,8.448880196,Liberal Democracy
878,Denmark,North Europe,2010,DNK,8.559550285,Liberal Democracy
879,Denmark,North Europe,2011,DNK,8.48486042,Liberal Democracy
880,Denmark,North Europe,2012,DNK,7.237820148,Liberal Democracy
881,Denmark,North Europe,2013,DNK,8.494429588,Liberal Democracy
882,Denmark,North Europe,2014,DNK,7.634850025,Liberal Democracy
2194,Mexico,North America,1998,MEX,3.365289927,Electoral Democracy
2195,Mexico,North America,1999,MEX,3.535360098,Electoral Democracy
2196,Mexico,North America,2000,MEX,3.992439985,Electoral Democracy
2197,Mexico,North America,2001,MEX,4.24104023,Electoral Democracy
2198,Mexico,North America,2002,MEX,4.454959869,Electoral Democracy
2199,Mexico,North America,2003,MEX,5.072579861,Electoral Democracy
2200,Mexico,North America,2004,MEX,4.726709843,Electoral Democracy
2201,Mexico,North America,2005,MEX,4.845689774,Electoral Democracy
2202,Mexico,North America,2006,MEX,4.699920177,Electoral Democracy
2203,Mexico,North America,2007,MEX,4.690509796,Electoral Democracy
2204,Mexico,North America,2008,MEX,4.82006979,Electoral Democracy
2205,Mexico,North America,2009,MEX,5.187940121,Electoral Democracy
2206,Mexico,North America,2010,MEX,5.159220219,Electoral Democracy
2207,Mexico,North America,2011,MEX,5.105649948,Electoral Democracy
2208,Mexico,North America,2012,MEX,5.103099823,Electoral Democracy
2209,Mexico,North America,2013,MEX,4.696050167,Electoral Democracy
2210,Mexico,North America,2014,MEX,5.260620117,Electoral Democracy
2211,Mexico,North America,2015,MEX,5.235239983,Electoral Democracy
2212,Mexico,North America,2016,MEX,4.909490108,Electoral Democracy
2213,Mexico,North America,2017,MEX,4.522819996,Electoral Democracy
883,Denmark,North Europe,2017,DNK,7.816080093,Liberal Democracy
980,Estonia,East Europe,1993,EST,5.706910133,Electoral Democracy
981,Estonia,East Europe,1994,EST,5.502669811,Electoral Democracy
982,Estonia,East Europe,1995,EST,5.905409813,Electoral Democracy
983,Estonia,East Europe,1996,EST,6.062329769,Liberal Democracy
984,Estonia,East Europe,1997,EST,6.346139908,Liberal Democracy
985,Estonia,East Europe,1998,EST,6.244349957,Liberal Democracy
986,Estonia,East Europe,1999,EST,6.646560192,Liberal Democracy
987,Estonia,East Europe,2000,EST,5.332429886,Liberal Democracy
988,Estonia,East Europe,2001,EST,5.224609852,Liberal Democracy
989,Estonia,East Europe,2002,EST,5.431310177,Liberal Democracy
990,Estonia,East Europe,2003,EST,5.271170139,Liberal Democracy
991,Estonia,East Europe,2004,EST,4.877349854,Liberal Democracy
992,Estonia,East Europe,2005,EST,4.813159943,Liberal Democracy
2939,Singapore,Southeast Asia,2009,SGP,3.010129929,Electoral Autocracy
2940,Singapore,Southeast Asia,2010,SGP,3.080440044,Electoral Autocracy
2941,Singapore,Southeast Asia,2011,SGP,3.030770063,Electoral Autocracy
2942,Singapore,Southeast Asia,2012,SGP,3.070859909,Electoral Autocracy
2943,Singapore,Southeast Asia,2013,SGP,2.85435009,Electoral Autocracy
3025,South Korea,East Asia,1970,KOR,3.414040089,Electoral Autocracy
3026,South Korea,East Asia,1971,KOR,3.739180088,Electoral Autocracy
3027,South Korea,East Asia,1972,KOR,3.220750093,Electoral Autocracy
3028,South Korea,East Asia,1973,KOR,2.680219889,Electoral Autocracy
3029,South Korea,East Asia,1975,KOR,2.089250088,Electoral Autocracy
3030,South Korea,East Asia,1976,KOR,2.754570007,Electoral Autocracy
3031,South Korea,East Asia,1977,KOR,2.426419973,Electoral Autocracy
3032,South Korea,East Asia,1979,KOR,3.018830061,Electoral Autocracy
3033,South Korea,East Asia,1980,KOR,3.458739996,Electoral Autocracy
3034,South Korea,East Asia,1981,KOR,2.898629904,Electoral Autocracy
3035,South Korea,East Asia,1982,KOR,6.329669952,Electoral Autocracy
3036,South Korea,East Asia,1983,KOR,4.315380096,Electoral Autocracy
3037,South Korea,East Asia,1984,KOR,4.005320072,Electoral Autocracy
3038,South Korea,East Asia,1985,KOR,3.986449957,Electoral Autocracy
3039,South Korea,East Asia,1986,KOR,3.635940075,Electoral Autocracy
3040,South Korea,East Asia,1987,KOR,3.374239922,Electoral Autocracy
3041,South Korea,East Asia,1988,KOR,2.747370005,Electoral Democracy
3042,South Korea,East Asia,1989,KOR,3.062629938,Electoral Democracy
3043,South Korea,East Asia,1990,KOR,3.03873992,Electoral Democracy
2414,Nicaragua,Central America,1992,NIC,2.984970093,Electoral Democracy
2415,Nicaragua,Central America,1998,NIC,2.225850105,Electoral Democracy
2416,Nicaragua,Central America,1999,NIC,2.923650026,Electoral Democracy
2417,Nicaragua,Central America,2000,NIC,3.001600027,Electoral Democracy
2418,Nicaragua,Central America,2002,NIC,2.391010046,Electoral Democracy
2419,Nicaragua,Central America,2003,NIC,2.422009945,Electoral Democracy
993,Estonia,East Europe,2007,EST,4.620639801,Liberal Democracy
2587,Panama,Central America,1994,PAN,3.470540047,Electoral Democracy
2588,Panama,Central America,1995,PAN,3.947809935,Electoral Democracy
2589,Panama,Central America,1996,PAN,4.09431982,Electoral Democracy
2590,Panama,Central America,1997,PAN,3.847110033,Electoral Democracy
2591,Panama,Central America,1999,PAN,4.567230225,Electoral Democracy
2592,Panama,Central America,2000,PAN,4.759689808,Electoral Democracy
2593,Panama,Central America,2001,PAN,4.105879784,Electoral Democracy
2594,Panama,Central America,2002,PAN,4.1916399,Electoral Democracy
2595,Panama,Central America,2003,PAN,4.168700218,Electoral Democracy
2596,Panama,Central America,2004,PAN,3.578660011,Electoral Democracy
2597,Panama,Central America,2008,PAN,3.50229001,Electoral Democracy
2598,Panama,Central America,2011,PAN,3.159009933,Electoral Democracy
125,Australia,Oceania,2007,AUS,4.660890102,Liberal Democracy
126,Australia,Oceania,2008,AUS,4.637760162,Liberal Democracy
2607,Paraguay,South America,1998,PRY,4.198339939,Electoral Democracy
2608,Paraguay,South America,1999,PRY,4.230879784,Electoral Democracy
2609,Paraguay,South America,2000,PRY,4.230209827,Electoral Democracy
2610,Paraguay,South America,2001,PRY,3.833570004,Electoral Democracy
2611,Paraguay,South America,2002,PRY,3.407730103,Electoral Democracy
2612,Paraguay,South America,2003,PRY,3.382760048,Electoral Democracy
2613,Paraguay,South America,2004,PRY,2.869899988,Electoral Democracy
2614,Paraguay,South America,2007,PRY,2.739510059,Electoral Democracy
2615,Paraguay,South America,2010,PRY,2.77293992,Electoral Democracy
2616,Paraguay,South America,2011,PRY,3.69727993,Electoral Democracy
2617,Paraguay,South America,2012,PRY,3.667540073,Electoral Democracy
2618,Paraguay,South America,2016,PRY,3.438339949,Electoral Democracy
2624,Peru,South America,2001,PER,3.037120104,Electoral Democracy
2625,Peru,South America,2002,PER,2.820569992,Electoral Democracy
2626,Peru,South America,2003,PER,2.937799931,Electoral Democracy
2627,Peru,South America,2004,PER,2.957870007,Electoral Democracy
2628,Peru,South America,2005,PER,2.839030027,Electoral Democracy
2629,Peru,South America,2006,PER,2.652810097,Electoral Democracy
2630,Peru,South America,2007,PER,2.629400015,Electoral Democracy
2631,Peru,South America,2008,PER,2.867749929,Electoral Democracy
2632,Peru,South America,2009,PER,3.139940023,Electoral Democracy
2633,Peru,South America,2010,PER,2.867300034,Electoral Democracy
2634,Peru,South America,2011,PER,2.663500071,Electoral Democracy
2635,Peru,South America,2012,PER,2.92276001,Electoral Democracy
2636,Peru,South America,2013,PER,3.297290087,Electoral Democracy
2637,Peru,South America,2014,PER,3.695990086,Electoral Democracy
2638,Peru,South America,2015,PER,3.969330072,Electoral Democracy
2639,Peru,South America,2016,PER,3.813169956,Electoral Democracy
2640,Peru,South America,2017,PER,3.931309938,Electoral Democracy
2641,Peru,South America,2018,PER,3.723160028,Electoral Democracy
2642,Peru,South America,2019,PER,3.847290039,Electoral Democracy
3044,South Korea,East Asia,1991,KOR,3.489249945,Electoral Democracy
3045,South Korea,East Asia,1992,KOR,3.577889919,Electoral Democracy
3046,South Korea,East Asia,1993,KOR,3.69698,Liberal Democracy
3047,South Korea,East Asia,1994,KOR,3.01831007,Liberal Democracy
3048,South Korea,East Asia,1995,KOR,2.93543005,Liberal Democracy
3049,South Korea,East Asia,1998,KOR,3.368139982,Liberal Democracy
3050,South Korea,East Asia,1999,KOR,3.369290113,Liberal Democracy
3051,South Korea,East Asia,2016,KOR,4.333099842,Liberal Democracy
994,Estonia,East Europe,2008,EST,5.477379799,Liberal Democracy
995,Estonia,East Europe,2009,EST,5.926519871,Liberal Democracy
996,Estonia,East Europe,2010,EST,5.473380089,Liberal Democracy
997,Estonia,East Europe,2011,EST,4.969920158,Liberal Democracy
998,Estonia,East Europe,2012,EST,4.682690144,Liberal Democracy
999,Estonia,East Europe,2013,EST,4.812670231,Liberal Democracy
1000,Estonia,East Europe,2014,EST,5.367080212,Liberal Democracy
1001,Estonia,East Europe,2015,EST,5.106850147,Liberal Democracy
1002,Estonia,East Europe,2016,EST,5.170539856,Liberal Democracy
1003,Estonia,East Europe,2017,EST,4.973380089,Liberal Democracy
1069,Finland,North Europe,1970,FIN,5.413489819,Liberal Democracy
1070,Finland,North Europe,1971,FIN,5.33137989,Liberal Democracy
1071,Finland,North Europe,1972,FIN,5.008190155,Liberal Democracy
1072,Finland,North Europe,1973,FIN,5.093379974,Liberal Democracy
1073,Finland,North Europe,1974,FIN,4.482309818,Liberal Democracy
1074,Finland,North Europe,1975,FIN,5.033239841,Liberal Democracy
1075,Finland,North Europe,1976,FIN,5.228330135,Liberal Democracy
1076,Finland,North Europe,1979,FIN,4.796909809,Liberal Democracy
1077,Finland,North Europe,1980,FIN,4.825749874,Liberal Democracy
1078,Finland,North Europe,1981,FIN,4.833360195,Liberal Democracy
1079,Finland,North Europe,1982,FIN,4.779290199,Liberal Democracy
1080,Finland,North Europe,1983,FIN,4.855609894,Liberal Democracy
1081,Finland,North Europe,1984,FIN,4.698919773,Liberal Democracy
1082,Finland,North Europe,1985,FIN,5.04542017,Liberal Democracy
1083,Finland,North Europe,1986,FIN,5.100399971,Liberal Democracy
1084,Finland,North Europe,1987,FIN,5.200819969,Liberal Democracy
1085,Finland,North Europe,1988,FIN,5.066959858,Liberal Democracy
1086,Finland,North Europe,1989,FIN,5.072609901,Liberal Democracy
1087,Finland,North Europe,1990,FIN,5.338900089,Liberal Democracy
1088,Finland,North Europe,1991,FIN,6.337480068,Liberal Democracy
1089,Finland,North Europe,1992,FIN,6.520500183,Liberal Democracy
1090,Finland,North Europe,1993,FIN,7.487160206,Liberal Democracy
1091,Finland,North Europe,1994,FIN,6.857069969,Liberal Democracy
1092,Finland,North Europe,1995,FIN,6.809909821,Liberal Democracy
1093,Finland,North Europe,1996,FIN,6.858980179,Liberal Democracy
1094,Finland,North Europe,1999,FIN,5.86992979,Liberal Democracy
1095,Finland,North Europe,2000,FIN,5.709300041,Liberal Democracy
1096,Finland,North Europe,2001,FIN,5.840250015,Liberal Democracy
1097,Finland,North Europe,2002,FIN,6.0167799,Liberal Democracy
1098,Finland,North Europe,2003,FIN,6.167439938,Liberal Democracy
1099,Finland,North Europe,2004,FIN,6.157579899,Liberal Democracy
1100,Finland,North Europe,2005,FIN,6.02507019,Liberal Democracy
1101,Finland,North Europe,2006,FIN,5.928380013,Liberal Democracy
1102,Finland,North Europe,2007,FIN,5.67125988,Liberal Democracy
1103,Finland,North Europe,2008,FIN,5.83010006,Liberal Democracy
1104,Finland,North Europe,2009,FIN,6.459559917,Liberal Democracy
1105,Finland,North Europe,2010,FIN,6.504449844,Liberal Democracy
1106,Finland,North Europe,2011,FIN,6.445049763,Liberal Democracy
127,Australia,Oceania,2009,AUS,5.085820198,Liberal Democracy
128,Australia,Oceania,2010,AUS,5.550059795,Liberal Democracy
129,Australia,Oceania,2011,AUS,5.074510098,Liberal Democracy
130,Australia,Oceania,2012,AUS,4.868999958,Liberal Democracy
131,Australia,Oceania,2013,AUS,5.229740143,Liberal Democracy
132,Australia,Oceania,2014,AUS,5.164770126,Liberal Democracy
3100,Sri Lanka,South Asia,1982,LKA,2.558500051,Electoral Autocracy
3101,Sri Lanka,South Asia,1983,LKA,2.39060998,Electoral Autocracy
3102,Sri Lanka,South Asia,1984,LKA,2.165260077,Electoral Autocracy
3103,Sri Lanka,South Asia,1985,LKA,2.576139927,Electoral Autocracy
3104,Sri Lanka,South Asia,1986,LKA,2.805419922,Electoral Autocracy
1107,Finland,North Europe,2012,FIN,7.148039818,Liberal Democracy
1108,Finland,North Europe,2013,FIN,7.124040127,Liberal Democracy
3105,Sri Lanka,South Asia,1987,LKA,2.644330025,Electoral Autocracy
3106,Sri Lanka,South Asia,1988,LKA,2.826359987,Electoral Autocracy
3107,Sri Lanka,South Asia,1989,LKA,2.755160093,Electoral Autocracy
3108,Sri Lanka,South Asia,1990,LKA,2.410929918,Electoral Autocracy
3109,Sri Lanka,South Asia,1991,LKA,2.915580034,Electoral Autocracy
3110,Sri Lanka,South Asia,1994,LKA,3.108530045,Electoral Autocracy
3114,Sri Lanka,South Asia,2009,LKA,2.055900097,Electoral Autocracy
3115,Sri Lanka,South Asia,2010,LKA,1.717740059,Electoral Autocracy
3116,Sri Lanka,South Asia,2011,LKA,1.808609962,Electoral Autocracy
3117,Sri Lanka,South Asia,2012,LKA,1.496170044,Electoral Autocracy
3118,Sri Lanka,South Asia,2013,LKA,1.621070027,Electoral Autocracy
3119,Sri Lanka,South Asia,2014,LKA,1.932880044,Electoral Autocracy
3095,Sri Lanka,South Asia,1973,LKA,3.316400051,Electoral Democracy
3096,Sri Lanka,South Asia,1975,LKA,2.74454999,Electoral Democracy
3097,Sri Lanka,South Asia,1979,LKA,2.567430019,Electoral Democracy
3098,Sri Lanka,South Asia,1980,LKA,2.704169989,Electoral Democracy
3099,Sri Lanka,South Asia,1981,LKA,2.442209959,Electoral Democracy
3111,Sri Lanka,South Asia,1995,LKA,2.957600117,Electoral Democracy
3112,Sri Lanka,South Asia,1996,LKA,3.343600035,Electoral Democracy
3113,Sri Lanka,South Asia,1998,LKA,3.051419973,Electoral Democracy
3120,Sri Lanka,South Asia,2015,LKA,2.22874999,Electoral Democracy
3121,Sri Lanka,South Asia,2016,LKA,3.449199915,Electoral Democracy
3122,Sri Lanka,South Asia,2017,LKA,2.799249887,Electoral Democracy
3123,Sri Lanka,South Asia,2018,LKA,2.124209881,Electoral Democracy
3206,Syria,The Middle East,1972,SYR,3.58355999,Electoral Autocracy
3207,Syria,The Middle East,1973,SYR,3.689909935,Electoral Autocracy
3208,Syria,The Middle East,1975,SYR,3.934509993,Electoral Autocracy
3209,Syria,The Middle East,1976,SYR,5.831459999,Electoral Autocracy
3210,Syria,The Middle East,1977,SYR,5.714419842,Electoral Autocracy
3211,Syria,The Middle East,1978,SYR,5.514259815,Electoral Autocracy
3212,Syria,The Middle East,1979,SYR,4.966169834,Electoral Autocracy
3213,Syria,The Middle East,1980,SYR,4.575530052,Electoral Autocracy
3343,Trinidad and Tobago,North America,1980,TTO,3.768079996,Electoral Democracy
3344,Trinidad and Tobago,North America,1982,TTO,5.457399845,Electoral Democracy
3345,Trinidad and Tobago,North America,1983,TTO,5.766600132,Electoral Democracy
3346,Trinidad and Tobago,North America,1984,TTO,5.87390995,Electoral Democracy
3347,Trinidad and Tobago,North America,1985,TTO,5.767749786,Electoral Democracy
3348,Trinidad and Tobago,North America,1989,TTO,4.19987011,Electoral Democracy
3349,Trinidad and Tobago,North America,1990,TTO,3.654129982,Electoral Democracy
3350,Trinidad and Tobago,North America,1994,TTO,3.431809902,Electoral Democracy
3351,Trinidad and Tobago,North America,1995,TTO,3.558549881,Electoral Democracy
3352,Trinidad and Tobago,North America,1996,TTO,3.248769999,Electoral Democracy
3353,Trinidad and Tobago,North America,1997,TTO,3.325210094,Electoral Democracy
3354,Trinidad and Tobago,North America,1998,TTO,2.438920021,Electoral Democracy
3355,Trinidad and Tobago,North America,1999,TTO,2.756119967,Electoral Democracy
3356,Trinidad and Tobago,North America,2000,TTO,2.755650043,Electoral Democracy
3357,Trinidad and Tobago,North America,2001,TTO,3.065289974,Electoral Democracy
3358,Trinidad and Tobago,North America,2002,TTO,3.543009996,Electoral Democracy
3359,Trinidad and Tobago,North America,2003,TTO,3.136600018,Electoral Democracy
1109,Finland,North Europe,2014,FIN,7.102369785,Liberal Democracy
1110,Finland,North Europe,2015,FIN,7.032080173,Liberal Democracy
1111,Finland,North Europe,2016,FIN,6.851530075,Liberal Democracy
1112,Finland,North Europe,2017,FIN,6.376210213,Liberal Democracy
1113,France,West Europe,1970,FRA,3.429739952,Liberal Democracy
1114,France,West Europe,1971,FRA,3.174210072,Liberal Democracy
1115,France,West Europe,1972,FRA,3.359179974,Liberal Democracy
1116,France,West Europe,1973,FRA,3.23003006,Liberal Democracy
1117,France,West Europe,1974,FRA,4.242040157,Liberal Democracy
1118,France,West Europe,1975,FRA,4.42854023,Liberal Democracy
1119,France,West Europe,1976,FRA,4.424709797,Liberal Democracy
1120,France,West Europe,1977,FRA,4.435210228,Liberal Democracy
1121,France,West Europe,1978,FRA,4.345119953,Liberal Democracy
1122,France,West Europe,1979,FRA,4.281159878,Liberal Democracy
1123,France,West Europe,1980,FRA,4.307690144,Liberal Democracy
1124,France,West Europe,1981,FRA,4.730720043,Liberal Democracy
1125,France,West Europe,1982,FRA,4.8520298,Liberal Democracy
1126,France,West Europe,1983,FRA,4.852340221,Liberal Democracy
3497,Uruguay,South America,1985,URY,2.566790104,Electoral Democracy
133,Australia,Oceania,2015,AUS,5.311270237,Liberal Democracy
134,Australia,Oceania,2016,AUS,5.276780128,Liberal Democracy
135,Australia,Oceania,2017,AUS,5.124249935,Liberal Democracy
1055,Fiji,Oceania,1989,FJI,4.831099987,Closed Autocracy
1058,Fiji,Oceania,2000,FJI,5.857250214,Closed Autocracy
1059,Fiji,Oceania,2001,FJI,5.617139816,Closed Autocracy
1064,Fiji,Oceania,2007,FJI,5.848430157,Closed Autocracy
1065,Fiji,Oceania,2008,FJI,4.25357008,Closed Autocracy
1066,Fiji,Oceania,2009,FJI,4.498479843,Closed Autocracy
1067,Fiji,Oceania,2011,FJI,4.17305994,Closed Autocracy
1068,Fiji,Oceania,2013,FJI,3.882889986,Closed Autocracy
1063,Fiji,Oceania,2006,FJI,5.607140064,Electoral Autocracy
3533,Venezuela,South America,1970,VEN,4.16286993,Electoral Democracy
3534,Venezuela,South America,1971,VEN,4.179920197,Electoral Democracy
3535,Venezuela,South America,1972,VEN,4.83728981,Electoral Democracy
3536,Venezuela,South America,1974,VEN,3.9479599,Electoral Democracy
3537,Venezuela,South America,1975,VEN,5.19851017,Electoral Democracy
3538,Venezuela,South America,1977,VEN,5.256659985,Electoral Democracy
3539,Venezuela,South America,1980,VEN,4.400720119,Electoral Democracy
3540,Venezuela,South America,1981,VEN,5.187439919,Electoral Democracy
3541,Venezuela,South America,1982,VEN,5.008950233,Electoral Democracy
3542,Venezuela,South America,1983,VEN,6.059820175,Electoral Democracy
3543,Venezuela,South America,1984,VEN,4.063729763,Electoral Democracy
3544,Venezuela,South America,1987,VEN,3.927510023,Electoral Democracy
3545,Venezuela,South America,1988,VEN,3.629410028,Electoral Democracy
3546,Venezuela,South America,1990,VEN,2.44671011,Electoral Democracy
3547,Venezuela,South America,1992,VEN,4.310679913,Electoral Democracy
3548,Venezuela,South America,1993,VEN,3.817830086,Electoral Democracy
3549,Venezuela,South America,1994,VEN,5.006030083,Electoral Democracy
302,Benin,West Africa,1998,BEN,2.747889996,Electoral Democracy
